label,id
3,11140
1,7434
8,7166
3,7510
4,11302
-14,4507
3,10766
-18,4112
3,9001
6,3206
-1,9341
-2,12143
-14,8848
9,7144
-15,4488
2,11458
0,5670
5,5738
-13,8908
2,3102
-11,7850
-16,1220
0,172
-11,1023
-14,8460
-1,10233
-8,390
-16,5859
-17,6441
4,11829
3,6606
-18,2274
-18,12181
-17,9800
-16,9640
3,983
2,9356
7,8539
-11,4013
10,5779
-1,1055
-11,4550
-13,3377
-6,101
8,684
-5,5822
-3,957
-7,8621
-14,7675
-7,2270
5,8727
-7,10082
-15,9981
7,8127
2,8068
6,7298
-14,10955
3,5101
-5,11228
6,11151
-14,1439
-18,4683
-12,60
-7,10032
9,2756
-16,8176
-16,9541
7,6791
-10,6993
7,7798
-16,3027
-15,7629
11,10185
7,6899
5,661
11,9443
-13,8270
9,8337
-13,6165
-10,11505
-5,10601
0,11934
-5,12141
-13,7287
-17,6440
0,7228
-17,6613
-18,10493
3,3962
3,5780
4,607
7,4823
-5,5030
-13,4038
-11,8899
-11,2762
4,8339
-10,1313
-11,3165
4,3772
6,11503
-15,221
-17,3190
-13,4968
10,8982
10,6729
-19,11991
10,10951
-8,11658
4,3329
-8,2206
-13,1171
8,10825
-13,6891
-17,1475
-17,6099
-11,11068
9,5236
-18,47
5,8180
8,5772
2,10058
9,5391
1,8516
5,9764
2,1437
0,11605
7,6972
3,10374
-16,1867
-16,10846
-21,10630
11,4325
0,534
3,8057
-16,10763
1,6467
4,5370
-14,5767
4,240
-20,1657
-15,4134
-8,12000
-12,1820
7,3181
7,11980
2,6710
-1,1304
-15,5544
8,1722
-15,3144
-16,321
2,4812
-7,8196
8,10320
-1,1688
5,11997
-15,6335
7,10027
-12,6465
6,863
-14,985
-12,9033
8,1696
-15,5547
-15,3230
-11,9856
2,5422
-15,10732
8,9577
6,11782
4,8861
9,11406
6,4095
11,4327
6,7885
9,6834
-13,11856
-13,8741
7,5337
-13,11444
3,10313
5,11360
7,2511
-1,11613
-12,8747
6,5428
1,6526
-11,6495
7,10876
-14,9313
-1,6529
-13,7772
-16,1398
5,631
9,10244
-17,2733
-7,8138
8,1809
-8,9052
12,650
-16,8241
-8,6339
6,3114
8,375
1,11665
-17,3257
-14,10318
5,2253
-16,4003
-10,6995
7,8936
-9,4441
-12,10137
4,10900
-18,3167
11,5081
-16,3712
-14,8410
4,1351
-14,10604
4,6737
-16,7302
9,5399
-12,5687
-17,3753
-15,8734
-14,9950
10,9549
-15,2967
12,1067
-15,4012
-16,7940
6,1498
5,2532
-6,2227
-1,452
-13,11728
-10,12258
4,10896
-13,6749
4,5808
5,9062
0,6630
5,9202
8,970
-15,4690
-8,4285
-13,9980
3,2739
-7,10093
7,6000
-13,776
6,1154
-12,666
-14,11872
6,773
4,11229
-14,4011
8,791
1,7599
1,11125
6,10202
1,629
-15,6755
3,9911
12,1009
2,2180
-20,1923
6,1599
5,6573
10,8758
-18,3042
-14,8853
-14,3036
5,9135
-10,4450
4,10181
9,9920
7,403
7,11141
5,2573
-2,5766
-15,3232
6,12038
-9,3781
-16,4346
9,215
12,2494
-17,3561
2,3020
-19,8469
-16,4078
4,4175
-17,338
-13,1322
6,5307
7,2110
-19,11129
-6,3944
-13,8777
1,685
-10,11410
0,9784
-12,6693
3,2125
-14,10910
-16,6565
6,862
-13,2025
-14,2058
0,6469
4,4199
11,9277
3,7371
-18,7137
4,2804
-16,4595
-9,3404
-16,10977
11,12287
4,3358
10,6524
1,2402
5,4603
10,5999
7,8634
-17,10005
2,9743
3,1571
-13,8996
-15,9379
-15,10112
-18,2698
5,10844
4,10327
-15,7197
-2,4252
2,2005
-9,6196
-16,8144
-6,9689
8,4396
-11,867
5,5969
-9,4754
5,1633
2,7093
-14,10309
-14,10477
5,560
-4,6758
6,4237
-11,11500
-14,2587
-16,804
-1,557
-13,4751
8,8249
7,10744
-14,1565
-16,6863
8,3606
-18,5263
-11,8535
9,4210
-14,4638
-16,2841
7,1628
-16,9653
-12,9209
6,10251
10,12092
-1,5021
-14,6122
-10,11456
-13,10006
8,11363
8,10563
-11,8910
-14,1204
3,6246
6,4421
-13,3476
3,11765
-14,1020
-16,959
4,1430
-2,4462
-16,4561
-9,10745
3,10848
-11,12265
-19,3177
-15,2852
7,11998
8,10400
-15,6969
3,4593
-7,4193
6,3184
-17,4167
-2,11917
-13,492
-18,8214
-18,1946
5,241
-16,1240
-15,6202
-18,10886
-18,9121
-17,10670
-7,11774
-5,7578
-14,4337
3,2472
0,5509
4,2327
7,10937
-15,9848
8,12111
-19,1461
6,9835
-12,4557
-12,4182
-16,1736
7,1888
-15,3993
-13,3458
-18,4884
4,6027
-14,4877
-3,6646
3,11513
6,1525
9,2457
-15,8851
10,8444
-13,11788
-1,11502
-10,3397
-16,5209
-15,2370
-15,9879
-3,12264
6,3952
-10,11746
2,6611
10,10730
-12,3556
2,10919
7,2052
-2,10913
9,8439
10,3812
-17,10252
1,11139
-1,5216
-14,4945
2,5418
1,2201
-8,7030
-15,3885
-14,11511
-1,9691
7,10085
10,9493
-9,9724
-16,3233
-14,6269
11,296
-18,7778
-14,7670
-5,8618
-16,9483
7,7082
-12,80
11,887
10,9749
5,4726
5,7134
11,10448
7,6824
-13,10346
-6,3219
-4,12150
4,7916
6,6577
-13,2538
-15,6795
10,10113
-13,1474
3,8768
-19,2190
11,4541
1,1590
7,5306
-14,11798
-6,7092
0,2894
-14,4904
10,6708
4,9944
5,7393
-2,9308
3,9968
6,9437
-7,120
-5,3365
-13,4381
-12,4845
7,1574
0,1716
-1,3082
-11,12197
5,2281
-15,274
-12,3843
7,12234
-17,2379
-13,3845
5,10518
-4,1423
-9,10988
2,7898
-16,6344
1,3706
9,5905
-16,5654
-14,2363
-16,11480
6,7136
-12,5480
-16,12164
-16,10754
5,79
2,10092
-17,8200
5,4354
-11,3368
5,5135
4,761
-16,7086
-5,690
-5,5364
9,6367
8,143
6,373
2,5469
-7,8452
-14,2147
-18,8507
1,10952
1,8581
3,6813
3,2111
-15,10945
6,3334
0,4976
-12,11608
4,3800
-5,10276
-3,4200
2,4391
8,9947
2,10208
-3,10230
-18,587
-17,11959
-15,2696
-14,12151
12,11932
7,11395
-17,8266
-18,1802
-18,4355
-15,3154
7,1114
-15,5372
-15,10125
4,2368
-14,5085
-17,3822
1,6839
-3,6381
9,5951
7,5366
-10,8178
2,10863
-15,5927
-17,11103
-8,1665
6,3961
-17,3873
-14,476
-14,11257
10,7785
7,6648
-17,7178
-9,12059
-17,10546
9,6106
-16,9149
-14,9107
-13,11689
4,3707
-16,2298
6,9478
-11,8955
-3,8149
5,5481
4,3170
6,3351
4,220
-16,1862
6,1816
-16,2784
0,1860
-8,6880
6,7684
5,6984
-13,7115
-16,7250
6,9867
5,5310
-19,7432
7,5748
-14,8492
-17,8511
-18,5398
3,8889
6,3817
-20,10660
5,11878
0,10153
-4,5362
4,7220
-3,3234
0,10479
-13,1747
-13,11842
3,8771
-16,4226
2,11804
-7,4007
-8,2869
5,5396
-2,3937
7,6290
-12,6416
-15,11179
-4,7878
-3,9568
-16,2152
-18,1507
-16,1982
-12,8867
2,11723
0,2822
2,9415
-16,8034
11,4242
7,763
7,3007
7,1800
2,4349
-14,12355
4,1821
1,1442
4,9544
-14,2024
10,9659
9,3433
4,5404
8,10342
4,10380
-16,5272
-12,12250
-7,973
4,8212
-15,497
5,5414
9,2447
-15,5429
-15,6434
-15,12097
-14,1073
-8,5435
5,5801
-16,11755
1,11520
8,2189
5,1207
11,5446
-10,3881
4,5351
-17,5008
2,760
-17,4660
4,11464
4,3990
10,6602
1,4234
7,956
3,8399
-13,9387
5,6229
-13,2436
2,6307
9,8638
3,11970
8,11567
-3,3159
-1,10222
1,5578
-14,12115
5,1905
-14,9906
-16,6383
-16,9726
-12,1456
-9,7425
6,6379
-1,10213
-17,6678
-6,8265
-6,2247
6,3248
-3,7500
9,5317
-15,9633
-13,8655
9,5070
-4,1943
-13,5788
-16,493
9,2559
-2,3337
7,6704
-16,3560
-9,7282
-19,9392
0,8269
-6,9327
-18,12169
4,8416
-15,1025
-2,2657
-15,11908
9,11297
8,3176
5,5400
7,12192
5,3793
6,7827
-15,6581
-13,4373
7,2509
6,9919
2,4835
-13,6227
-14,6836
-14,4329
3,11054
7,9449
-5,12125
-3,2636
-3,7993
-9,9452
-15,10577
-9,1462
-1,11568
4,1803
6,216
-17,11219
-15,5415
-18,4568
0,11120
-17,357
1,7765
5,1452
-15,1159
-17,7693
-3,11586
-16,8173
7,12366
-16,4318
8,11576
6,4738
-2,9631
4,6218
-4,3684
2,2351
7,1684
6,21
-17,3193
-8,10894
-14,11811
6,9343
9,2569
-18,8318
-18,1347
-8,4762
7,12024
5,5831
3,7102
-4,675
4,3425
2,6735
1,12174
3,1201
6,2923
-7,7846
-6,3295
6,10905
-15,8584
-2,2572
-17,11270
9,5989
-10,10819
2,9080
9,5660
-13,3394
-12,8954
-8,7726
-2,3155
-17,3501
-3,1451
-17,6501
4,383
-16,1324
4,1091
6,8488
-17,4779
-13,3263
-11,8189
-15,836
-14,4395
4,4107
2,236
7,9967
1,8457
8,11791
-16,9154
6,3988
12,5463
5,12028
1,56
-7,5282
-10,11558
-15,9585
-3,1369
-16,6484
-5,12255
-15,2816
4,11897
9,6716
-11,788
-6,11350
-11,9016
0,9095
-2,1366
4,7078
-12,9492
1,8807
2,6030
-1,7700
7,6572
-1,5511
4,515
-14,6380
-15,11931
11,7065
-16,3686
-1,6273
3,1382
5,10559
-14,7824
-16,5154
-9,4266
-20,3513
8,7213
-17,3131
-13,193
2,10701
10,4871
-4,9791
3,9830
3,2602
-1,5675
-11,6601
-12,9089
5,2599
-19,4510
-1,3777
-15,2897
-22,4975
-13,6711
-16,11518
6,5984
-12,11891
5,839
3,11649
-16,4672
-4,8673
-16,9096
-11,5088
3,2383
4,59
5,1509
-19,10017
-11,6483
-17,6571
-15,12047
1,11235
-16,2113
5,9045
-13,2943
-13,4236
9,6420
5,10599
3,9473
8,11999
4,9380
-13,6903
-11,3727
-14,12423
5,10142
-7,2382
-15,10686
-12,1822
2,457
0,9645
-17,7258
4,4711
11,11152
3,8347
10,2628
2,3627
5,5052
6,6154
-13,11184
8,8086
5,7190
5,11767
-15,4076
-7,8994
-15,7549
-19,5746
9,1006
4,7701
4,9671
-3,3645
-11,10813
4,7179
2,10525
0,355
2,7574
-17,6890
-12,7495
11,10357
10,1305
-14,889
-14,3447
4,1483
-16,4741
3,10883
1,4834
-14,11606
2,6828
-5,8418
0,2158
-16,2066
7,9646
-1,8419
-19,4153
-17,5207
-6,8510
7,5448
-12,9015
-15,4922
-14,5412
-10,4817
6,4206
3,1850
10,1644
5,6225
-16,9561
-1,4547
0,8997
-14,11365
-13,11509
9,2056
-13,1465
5,7807
-16,6624
5,10473
-14,10607
-16,4187
-2,10930
-19,4810
-7,10978
2,5650
-14,8231
6,10396
6,1925
7,12079
3,8143
-12,5933
-16,1502
2,1873
-12,4459
-15,12344
1,90
8,7353
9,1495
4,6556
-9,3667
-15,9468
-13,7360
-16,7888
6,10755
3,3664
3,1054
8,8344
6,9291
5,5756
0,5244
3,7195
4,1625
3,10209
-17,10191
6,5916
-10,1552
7,11046
9,1203
-7,9494
-6,6964
7,3891
-16,12195
-15,638
-17,6008
4,9099
-16,287
-1,9258
3,3523
5,2342
-14,3035
12,4411
7,10465
10,5177
3,4652
-11,1589
-6,6156
-18,9865
-17,135
-11,4905
0,1378
7,9023
0,6118
-14,11771
-7,6357
1,2077
-7,8791
-10,10426
2,4468
7,5288
-16,5260
-17,2020
-15,9010
1,10651
7,5782
1,10750
6,9886
8,2907
-3,3105
-19,6430
-4,1222
12,1764
12,9680
-8,9620
-1,11452
4,7431
-16,6011
8,1687
-14,6930
-13,5734
1,4965
6,3216
-18,729
-8,4527
5,9302
4,11912
2,6203
-10,4366
10,7648
-16,563
9,6554
1,2159
4,5063
8,2404
-12,6096
10,11309
-15,3173
7,3215
6,4909
-12,5338
0,7085
-13,4202
-11,6748
8,832
1,11333
-14,9351
1,1169
2,6523
-3,6489
11,9326
-11,11421
7,4173
2,10177
-17,6782
4,12378
-11,7440
-16,3958
3,12235
1,10523
4,6315
-15,6990
7,5798
-12,5330
-10,9278
-17,10685
2,10895
4,1594
-11,8150
6,2359
10,5527
12,2301
-15,8022
9,11990
-5,8333
-16,6161
0,7209
-16,8471
-11,10353
-6,5838
-14,774
7,1947
-10,10150
-18,465
6,960
-11,9790
-13,10842
1,4393
0,176
-16,9553
-1,4058
-7,2051
-13,6696
-19,1570
-4,8925
5,7018
-11,9122
-16,2018
-6,1311
-17,6153
1,4946
-3,6373
-16,6940
-2,2082
-3,739
8,10502
-15,2620
6,9342
6,5554
1,1583
7,6840
6,7321
-11,10793
7,10548
7,5156
-17,8089
10,5698
-15,9374
-14,7442
-2,9946
10,2627
-15,9137
6,1301
6,7913
7,6199
0,12126
-17,99
-13,12137
6,10281
-16,3594
14,5361
-13,6561
10,9758
7,3497
-15,7688
-14,5914
-4,6325
9,10610
-7,11484
3,8190
-17,2603
2,11123
-4,6372
-6,1826
6,5512
7,7259
-19,6765
-14,5363
-8,5115
-18,4661
8,1553
-13,8754
-15,7049
-16,2139
-2,8217
-3,8357
-12,2667
-12,10927
5,6703
2,11246
-18,8536
1,7822
7,3486
-13,1090
3,11805
3,8860
1,982
1,281
-12,8135
4,5496
-16,1375
8,5559
-2,11194
-18,733
3,11598
8,10189
7,5586
-7,941
8,7747
1,4630
-14,12135
5,1751
6,10138
8,6125
1,11132
-6,6560
9,10916
8,6317
-10,8594
-12,11574
6,1620
-2,12391
-10,6494
7,8706
-11,121
-9,7038
4,7188
8,6277
-2,9740
4,1725
1,5898
-5,9605
4,3946
9,11170
-13,9802
3,1236
-11,6658
5,8527
5,10409
-4,1869
2,4196
5,7080
7,4792
2,1329
-3,8327
-10,10647
8,777
3,7504
-17,11695
-14,2915
-14,10102
0,2244
-16,263
5,9563
-6,6311
-6,5057
5,1519
7,6620
11,5820
-20,7867
3,8108
3,17
-16,9712
-9,8284
-5,4483
-1,7275
-18,6921
-19,10887
-16,5770
5,9260
7,10298
6,3921
-14,7632
-8,7349
1,1908
-17,7301
6,12364
-12,4160
9,2878
-16,8978
9,9521
-2,6879
-3,9983
-17,10986
7,7470
8,8611
-14,2723
-6,10057
-12,10014
-1,4055
8,8259
-2,7872
4,7631
-11,7007
12,94
6,11035
-9,9353
0,2679
6,1145
-16,7617
4,4702
-11,5001
8,3128
8,3327
-7,10439
14,2035
7,981
4,5410
-14,5681
-13,6798
11,4974
-9,2508
-5,4471
-16,5486
6,11316
-18,6211
-19,4204
8,2064
-12,2522
-9,9196
6,11037
3,1828
3,11673
-10,11158
3,11227
1,1569
7,10438
6,9986
-12,91
-16,5138
10,11443
2,3086
-15,8100
-17,11275
2,4342
1,9826
7,4802
3,610
9,7264
8,7214
3,4887
-15,3762
-12,11710
5,9331
-4,10584
-19,6060
-16,10840
7,6685
0,10581
8,8666
-12,4509
9,10768
-14,378
3,2504
5,2311
-17,6074
3,9530
7,9290
-4,11519
4,7223
4,3717
-12,1388
0,11646
-16,737
-14,7897
5,10845
-16,6677
9,9815
8,11915
-14,8599
-10,3516
-9,4486
7,6591
-16,663
8,6619
-19,52
-15,1796
-1,12453
1,5813
11,2864
8,7104
-13,8000
4,8855
3,173
-1,7999
-16,5647
4,1882
10,8722
10,3288
1,4360
-13,2976
-13,11263
1,5232
-13,12224
-1,2846
-14,9746
6,12322
2,7110
-19,1857
-13,5981
-15,4263
5,6500
-10,1627
9,5493
4,11883
0,11521
1,5874
-3,8592
-6,11445
-7,10544
6,365
-2,1231
-17,6975
-20,3726
-14,1623
-6,4002
6,4767
-16,8170
-7,3537
3,1904
13,7469
-10,8428
2,2008
9,11920
4,7653
-13,2248
-11,9979
-14,7126
-13,8602
0,558
4,9179
10,874
0,3519
7,8975
-17,4589
-15,2165
-3,9270
6,3044
-14,7777
0,4558
9,6264
-2,5459
4,3965
-18,3213
2,8528
2,8518
-9,10016
-15,2237
5,2381
-16,7366
6,244
-15,324
6,11849
2,7341
-16,3698
-13,6182
6,6859
-16,7673
-17,4278
8,11530
-13,10206
-8,12201
13,420
7,12178
-13,51
4,1377
4,10384
-12,341
-16,10328
9,12359
3,5884
-16,1316
-10,2898
-1,5431
2,11569
13,43
-16,6392
-8,9995
9,1530
1,10602
-3,138
-11,7960
5,5454
7,12375
5,110
-14,10850
4,11329
4,6169
-6,9383
3,9158
-12,4470
-17,8751
-15,11508
5,11982
7,643
2,7234
-14,7877
-15,522
-16,5065
-4,10995
-14,8832
-14,10672
3,1846
6,7096
-14,5599
6,935
-4,3227
3,4390
-17,10435
2,3674
6,8519
-2,10354
-15,10257
1,9175
1,971
2,829
5,2261
-16,3296
4,11420
-6,8383
-14,3890
-14,10480
-14,1368
9,8976
1,10551
-11,11267
-7,8425
-12,10013
-13,2497
-14,9116
-17,11566
2,10522
3,3755
-12,6744
1,5591
-15,8125
-18,174
-13,1415
-17,5043
-11,8458
-15,2880
-17,3796
-2,10456
-13,1700
-11,4008
7,4850
-16,4896
-12,9658
1,10178
6,9388
6,2232
-16,12027
-7,2633
-15,3306
4,7982
-14,703
-17,10361
-4,7804
-15,8662
12,11030
6,10038
11,9619
0,1699
1,7138
0,8319
-16,8750
-16,749
-3,7559
15,1424
-3,3559
-16,6558
5,8868
-14,8744
-17,8582
-16,817
-1,10948
-15,5615
-16,2166
-17,3255
-1,5877
-3,1757
4,10940
-11,1202
-1,3258
2,4730
-16,11056
-2,10991
4,3758
-17,3322
11,23
-14,7207
1,616
8,6862
5,10720
-18,12216
-4,5855
-2,12109
2,4618
-16,7164
-14,11008
-17,10126
-17,4115
8,7929
-14,12334
-12,7408
-15,8558
-5,8588
-18,5182
6,7479
-12,9961
8,9837
-13,5720
-11,8272
8,2900
7,2881
-16,1453
-16,2554
-3,3137
-9,4811
7,10284
-14,578
-19,11529
6,3823
5,8969
-18,12301
-14,4070
0,3396
-10,22
8,1617
3,4575
-12,9250
6,10119
-9,6681
4,5690
-6,9079
4,11867
3,11430
-16,4552
3,6285
-7,3978
-1,8191
6,9168
-2,12354
-13,8408
-7,8179
-11,653
5,12022
0,5235
-17,9309
-10,7011
-15,4716
-9,11680
9,4858
2,2490
3,8159
-15,12019
1,9516
-5,2969
-16,6848
-9,803
8,10187
-13,6521
5,10116
2,5222
7,8177
7,5507
7,2412
5,2518
6,7077
-17,2321
-12,2128
-13,5500
-14,11415
-10,12140
8,7006
-17,6874
4,3623
-16,8356
1,1600
-15,5994
-13,1403
-13,6271
4,2173
-13,8154
-14,4345
-16,6053
-12,4500
-15,7091
5,4731
-15,8718
-18,9469
6,11385
-15,9733
-8,4868
5,11047
-16,2815
7,12432
3,6460
3,9296
4,3582
-15,2938
6,9000
0,5367
-6,5749
7,7378
9,5601
1,2946
-11,5781
4,4352
4,2889
-15,11287
-11,7146
-16,562
8,11147
-15,5792
-5,5253
-1,4113
13,7358
-19,7046
-18,2968
-18,9782
6,6148
8,1237
5,5568
9,3877
7,7947
-15,519
3,9594
-11,6970
1,11792
6,12196
-15,6633
-15,7942
-11,9014
4,6699
9,542
9,2092
-2,6001
-15,4154
1,10148
-1,7874
-12,6005
4,10847
-19,6933
11,297
-17,2934
4,12107
-14,2866
5,4780
-8,6261
-18,4156
-17,8576
1,890
7,5665
7,3148
7,207
-18,1898
-14,6838
-13,2694
7,482
5,516
0,11013
5,11012
-18,5169
-17,2947
5,2579
4,6982
-16,12485
-2,2063
-15,12119
-6,2471
-17,8006
-8,7303
-11,3332
-18,11634
-3,4458
-5,6136
-13,12346
3,6075
-17,12296
-15,3047
7,7457
2,885
-12,2567
-16,12387
2,4229
7,1871
9,3558
-15,8660
-14,9716
-7,2773
0,6822
7,4554
7,9660
-10,1221
-14,10823
-19,4760
3,4637
-4,7710
3,8325
3,7644
1,11707
-2,8882
7,9126
12,11654
6,2489
-18,10008
1,581
7,12282
-14,2711
1,12088
-10,9090
9,2689
10,11332
5,12290
-8,9130
9,5176
-10,6228
0,1837
-5,8834
-16,8826
8,3787
9,3708
-17,2292
5,5692
0,11349
0,1932
-10,3776
-18,12029
-15,1124
-9,12220
-16,2395
-9,11073
-12,1459
3,2740
2,3039
4,11310
5,2635
-17,5119
-16,11974
2,4938
5,5948
-14,5769
9,2178
8,3539
-17,8391
-13,4048
7,7823
-19,1463
-13,613
-18,9884
-14,4881
9,11097
-11,6966
-13,6147
-2,7418
-15,11898
-2,6786
3,5231
2,5833
0,10484
-20,10964
-15,4493
-12,4521
-2,7830
4,4999
6,7769
-2,2913
3,3490
4,1283
4,6929
5,9698
2,9294
-17,8946
-2,2924
-8,7771
-13,5721
-7,7948
-19,3745
8,10983
-14,4209
7,49
-14,10791
5,413
2,8224
3,9783
-2,10421
-10,4958
12,3658
0,2078
-13,1107
-13,3493
-14,2574
-8,6065
-15,8522
-14,9734
4,5488
4,5258
-3,3851
9,6429
-13,264
-19,7974
-18,7566
-8,7268
-1,12361
-17,12138
6,5369
-11,5246
5,1986
-3,12183
-6,6220
-16,3474
5,12311
-8,7575
-14,7210
-1,1139
3,7319
6,44
0,4580
13,7751
4,8448
3,10566
11,10925
-10,4331
-15,9993
-3,11462
7,1737
-11,5462
-15,9399
10,4548
6,9084
-6,5129
-10,7525
-18,11887
7,5575
-17,10614
9,4259
8,7051
5,866
-5,331
7,12011
1,5614
2,4567
-6,8702
-13,4019
-11,12458
3,11213
-18,7249
6,4915
0,5198
-12,11797
0,12060
0,8221
9,9009
-12,9662
-13,7811
-18,1760
7,1676
0,8847
-13,25
4,11967
6,9266
2,2777
5,4539
-10,10677
3,7520
0,2117
-11,1338
-16,1047
5,8809
-2,7519
-1,3150
6,9707
-12,9028
5,2956
-13,6459
4,7756
-13,1331
6,6725
-13,3541
10,5886
-17,7955
-16,8232
-13,10007
-14,6477
7,1672
-21,8245
-16,11135
10,422
-16,1484
5,9699
-6,10570
10,3024
-13,4948
-13,5044
-16,2933
-16,10809
7,8193
-18,10331
-12,1993
-17,7089
2,4873
10,7674
8,11623
7,9560
-13,2235
8,3237
7,5587
5,3043
-16,11747
1,3029
7,12321
11,389
5,5783
-17,10590
-12,1550
-3,3185
-12,8171
-12,4293
-15,852
3,8194
-1,3166
-19,2364
5,5162
4,196
-14,9053
-9,9952
-12,2728
7,828
-16,4313
5,11065
-14,1664
-14,9376
-15,1193
-14,9496
6,12407
3,4190
-15,3352
5,9358
-15,5144
9,9844
2,1458
-10,4719
-13,6407
-4,9668
-17,6114
-4,2821
3,8933
8,7579
-14,3324
-19,188
-17,910
-14,9924
-12,10180
2,11490
11,9165
4,11306
-17,2571
-9,6690
-14,1883
-17,9878
8,5915
8,11347
6,3979
5,11084
9,6289
-16,7740
-4,6541
-10,6957
7,7920
-2,4513
-8,6127
-14,12159
-4,8513
-13,11899
-16,5007
1,8873
6,2910
7,10632
-15,9966
6,11828
-16,4837
5,4590
0,11555
-14,1254
10,10147
-16,7808
6,1831
-16,5
8,780
1,223
-14,6172
3,5434
-12,2604
-9,12283
-19,2501
10,2409
-13,3604
-2,3852
3,5100
10,11041
2,8973
6,11927
-16,9953
-16,2367
9,1939
8,3471
-13,3695
2,10497
-12,1763
-18,8678
3,10488
-11,12370
-16,6752
6,10854
-13,9065
-15,11573
-14,5888
-16,5857
-7,10157
3,5973
-16,5762
-13,8664
7,11242
4,4724
-17,11525
3,10136
-15,9892
-15,722
3,870
-2,6809
9,406
-4,10897
-15,11226
-7,8587
-9,1587
7,901
11,1200
-16,8498
-13,1582
11,3803
0,2420
3,752
3,1635
-9,2929
-18,10784
5,5004
-3,312
-15,10224
-9,6778
3,12430
-17,3586
3,10620
-3,9367
7,3634
-12,9088
8,7059
-10,10183
10,1149
-11,11045
7,6985
-17,6185
-17,5673
-14,290
8,6499
-15,2623
0,9362
4,5584
7,12001
5,11715
-13,2565
-17,10774
-18,5683
-13,5967
6,5426
6,4755
5,3378
8,11070
5,2719
-19,11947
-8,10338
-15,6667
7,7350
5,6497
-6,8137
-17,3576
10,1108
4,2659
-14,10020
-1,12439
6,8797
-12,8106
11,9006
-8,1614
6,9765
5,10387
-8,5964
8,12291
-16,6776
6,7251
7,8542
6,1121
7,12422
-17,1584
-12,12373
-4,6448
-10,2512
6,10838
8,7375
-12,6578
6,7294
7,8759
-13,9337
1,1940
4,8548
-17,3932
-15,234
-17,8783
-14,8480
-17,9665
-20,4525
-20,12227
5,8799
6,9669
-3,3703
3,1542
10,7613
6,5539
-14,12418
-8,3250
-9,3058
4,10872
9,12191
-18,237
-16,11390
-15,1780
-17,7015
-13,3670
7,2438
-18,9710
10,5936
7,2700
-13,6427
-3,7782
3,4401
-16,1586
-8,8195
5,11815
-17,1285
-14,5010
-4,9990
5,7183
6,5118
-12,1282
5,5489
8,4501
2,8388
4,5347
-6,4687
-6,10188
0,2336
2,5114
-16,12272
8,3792
-16,11264
4,9417
2,1895
-14,3982
1,8023
6,212
2,11296
6,10756
-5,6833
6,11439
-12,8625
5,2561
5,10662
-16,7292
-14,9385
-17,11493
-18,1113
-8,12166
6,5571
-5,6801
-11,9592
-14,11367
-4,1598
4,9144
-15,11214
-9,3320
-16,9216
8,2738
4,1387
-13,524
7,5437
4,3062
-8,5179
-8,604
-8,8627
-13,1480
-7,10033
-4,6684
-16,10204
-15,5686
-17,8315
5,9021
-13,9617
-1,1044
11,695
-17,9994
3,1279
-9,12162
-17,10679
-15,1022
-16,8052
-15,6871
5,10144
-20,7679
-16,7155
-12,11966
-1,7107
6,3648
10,6214
6,2305
-18,1752
-17,8647
8,1068
-17,4809
-12,3599
5,10907
4,9768
-16,7409
-4,5978
5,10594
-7,10369
3,3117
-19,5624
-14,1518
0,4959
-18,5866
0,1056
-11,7871
-14,5606
-9,2096
-17,1992
9,6183
1,3272
-16,609
3,9191
-2,7280
-1,3757
7,10326
-12,6548
-18,6057
5,7370
6,3196
4,11626
5,11427
-6,9141
11,4033
-18,5284
-16,4094
3,2226
-9,7221
6,8804
-11,9152
-11,847
-14,7354
-18,8181
-18,2736
-16,6781
-11,10151
0,7255
-15,5885
7,12199
-6,11865
-14,801
-15,6900
6,2009
-13,3575
-16,4848
7,9360
8,3374
-16,2553
6,3494
-9,9767
2,6707
-7,360
-14,9434
4,6309
-17,2341
5,7909
-10,11988
2,9350
-16,10552
-16,141
-15,4776
-11,2019
-16,12286
-12,7791
-14,10649
-17,3611
-13,728
-13,12358
-12,1890
-15,6054
-16,3692
-18,9340
1,4955
-18,4613
-6,7996
-11,12068
7,3072
-15,6238
-20,28
-14,7296
-6,8012
13,10996
-13,7005
7,12080
-1,3975
-1,6641
-16,4608
-21,6498
-18,5906
-15,3202
6,907
11,11671
3,2984
5,7704
-3,12467
5,10973
-14,3389
-8,10278
-12,9265
-17,10330
-9,6486
-19,11719
-13,2611
-16,3895
6,4665
7,4788
5,6962
5,7788
7,1057
6,1612
6,10798
8,7246
-3,10794
5,483
8,11527
-11,398
1,9347
8,4347
-20,4785
4,5572
-11,4399
-18,7157
5,2931
-15,11742
6,446
4,4808
3,10238
8,540
-15,8368
-17,12161
-14,9368
8,6105
0,5633
11,299
-8,2239
-19,2578
-14,3531
-9,409
9,2498
-11,5579
-16,11727
-1,7550
-7,6593
6,3277
10,7681
-19,502
-7,4947
-20,4270
9,11670
-16,8130
5,3298
4,3356
1,8202
-2,7876
-13,6750
-8,12257
-3,10976
-11,2955
-14,4339
-16,902
8,7120
-15,7182
2,4407
6,2212
-17,529
-14,8885
0,3896
-16,10223
5,6201
-14,7511
-6,1165
-15,10613
-6,5812
-9,3281
6,6224
6,12369
-10,12388
-14,6083
11,12145
3,5276
-17,6864
-12,9648
-14,1799
-18,5729
-15,9635
-7,4207
